@RELATION VENTAS

@ATTRIBUTE idVenta			NUMERIC
@ATTRIBUTE idTiempo			NUMERIC
@ATTRIBUTE cveProducto		NUMERIC
@ATTRIBUTE cveCategoria		NUMERIC
@ATTRIBUTE cveCliente		NUMERIC
@ATTRIBUTE totalProductos	NUMERIC
@ATTRIBUTE subTotal			NUMERIC
@ATTRIBUTE descuento		NUMERIC

@DATA
10468,19970307,30,8,39,8,165.60,0.00
10469,19970310,16,3,89,35,486.50,0.15
10469,19970310,2,1,89,40,608.00,0.15
10469,19970310,44,2,89,2,31.00,0.15
10470,19970311,23,5,9,15,108.00,0.00
10470,19970311,64,5,9,8,212.80,0.00
10470,19970311,18,8,9,30,1500.00,0.00
10471,19970311,7,7,11,30,720.00,0.00
10471,19970311,56,5,11,20,608.00,0.00
10472,19970312,51,7,72,18,763.20,0.00
10472,19970312,24,1,72,80,288.00,0.05
10473,19970313,71,4,38,12,206.40,0.00
10473,19970313,33,4,38,12,24.00,0.00
10474,19970313,75,1,58,10,62.00,0.00
10474,19970313,14,7,58,12,223.20,0.00
10474,19970313,28,7,58,18,655.20,0.00
10474,19970313,40,8,58,21,308.70,0.00
10475,19970314,66,2,76,60,816.00,0.15
10475,19970314,31,4,76,35,350.00,0.15
10475,19970314,76,1,76,42,604.80,0.15
10476,19970317,55,6,35,2,38.40,0.05
10476,19970317,70,1,35,12,144.00,0.00
10477,19970317,1,1,60,15,216.00,0.00
10477,19970317,39,1,60,20,288.00,0.25
10477,19970317,21,3,60,21,168.00,0.25
10478,19970318,10,8,84,20,496.00,0.05
10479,19970319,53,6,65,28,733.60,0.00
10479,19970319,59,4,65,60,2640.00,0.00
10479,19970319,38,1,65,30,6324.00,0.00
10479,19970319,64,5,65,30,798.00,0.00
10480,19970320,47,3,23,30,228.00,0.00
10480,19970320,59,4,23,12,528.00,0.00
10481,19970320,49,3,67,24,384.00,0.00
10481,19970320,60,4,67,40,1088.00,0.00
10482,19970321,40,8,43,10,147.00,0.00
10483,19970324,77,2,89,30,312.00,0.05
10483,19970324,34,1,89,35,392.00,0.05
10484,19970324,51,7,11,3,127.20,0.00
10484,19970324,21,3,11,14,112.00,0.00
10484,19970324,40,8,11,10,147.00,0.00
10485,19970325,55,6,47,30,576.00,0.10
10485,19970325,2,1,47,20,304.00,0.10
10485,19970325,3,2,47,20,160.00,0.10
10485,19970325,70,1,47,60,720.00,0.10
10486,19970326,74,7,35,16,128.00,0.00
10486,19970326,11,4,35,5,84.00,0.00
10486,19970326,51,7,35,25,1060.00,0.00
10487,19970326,26,3,62,30,747.00,0.00
10487,19970326,54,6,62,24,141.60,0.25
10487,19970326,19,3,62,5,36.50,0.00
10488,19970327,59,4,25,30,1320.00,0.00
10488,19970327,73,8,25,20,240.00,0.20
10489,19970328,11,4,59,15,252.00,0.25
10489,19970328,16,3,59,18,250.20,0.00
10490,19970331,59,4,35,60,2640.00,0.00
10490,19970331,68,3,35,30,300.00,0.00
10490,19970331,75,1,35,36,223.20,0.00
10491,19970331,44,2,28,15,232.50,0.15
10491,19970331,77,2,28,7,72.80,0.15
10492,19970401,42,5,10,20,224.00,0.05
10492,19970401,25,3,10,60,672.00,0.05
10493,19970402,65,2,41,15,252.00,0.10
10493,19970402,66,2,41,10,136.00,0.10
10493,19970402,69,4,41,10,288.00,0.10
10494,19970402,56,5,15,30,912.00,0.00
10495,19970403,77,2,42,5,52.00,0.00
10495,19970403,41,8,42,20,154.00,0.00
10495,19970403,23,5,42,10,72.00,0.00
10496,19970404,31,4,81,20,200.00,0.05
10497,19970404,72,4,44,25,695.00,0.00
10497,19970404,56,5,44,14,425.60,0.00
10497,19970404,77,2,44,25,260.00,0.00
10498,19970407,24,1,35,14,63.00,0.00
10498,19970407,40,8,35,5,92.00,0.00
10498,19970407,42,5,35,30,420.00,0.00
10499,19970408,49,3,46,25,500.00,0.00
10499,19970408,28,7,46,20,912.00,0.00
10500,19970409,15,2,41,12,186.00,0.05
10500,19970409,28,7,41,8,364.80,0.05
10501,19970409,54,6,6,20,149.00,0.00
10502,19970410,53,6,58,6,196.80,0.00
10502,19970410,45,8,58,21,199.50,0.00
10502,19970410,67,1,58,30,420.00,0.00
10503,19970411,65,2,37,20,421.00,0.00
10503,19970411,14,7,37,70,1627.50,0.00
10504,19970411,53,6,89,10,328.00,0.00
10504,19970411,61,2,89,25,712.50,0.00
10504,19970411,21,3,89,12,120.00,0.00
10504,19970411,2,1,89,12,228.00,0.00
10505,19970414,62,3,51,3,147.90,0.00
10506,19970415,25,3,39,18,252.00,0.10
10506,19970415,70,1,39,14,210.00,0.10
10507,19970415,43,1,3,15,690.00,0.15
10507,19970415,48,3,3,15,191.25,0.15
10508,19970416,13,8,56,10,60.00,0.00
10508,19970416,39,1,56,10,180.00,0.00
10509,19970417,28,7,6,3,136.80,0.00
10510,19970418,75,1,71,36,279.00,0.10
10510,19970418,29,6,71,36,4456.44,0.00
10511,19970418,7,7,9,50,1500.00,0.15
10511,19970418,4,2,9,50,1100.00,0.15
10511,19970418,8,2,9,10,400.00,0.15
10512,19970421,24,1,21,10,45.00,0.15
10512,19970421,60,4,21,12,408.00,0.15
10512,19970421,46,8,21,9,108.00,0.15
10512,19970421,47,3,21,6,57.00,0.15
10513,19970422,32,4,86,50,1600.00,0.20
10513,19970422,61,2,86,15,427.50,0.20
10513,19970422,21,3,86,40,400.00,0.20
10514,19970422,20,3,20,39,3159.00,0.00
10514,19970422,75,1,20,50,387.50,0.00
10514,19970422,28,7,20,35,1596.00,0.00
10514,19970422,56,5,20,70,2660.00,0.00
10514,19970422,65,2,20,39,820.95,0.00
10515,19970423,27,3,63,120,5268.00,0.00
10515,19970423,60,4,63,84,2856.00,0.15
10515,19970423,16,3,63,50,872.50,0.00
10515,19970423,9,6,63,16,1552.00,0.15
10515,19970423,33,4,63,16,40.00,0.15
10516,19970424,42,5,37,20,280.00,0.00
10516,19970424,41,8,37,80,772.00,0.10
10516,19970424,18,8,37,25,1562.50,0.10
10517,19970424,52,5,53,6,42.00,0.00
10517,19970424,70,1,53,6,90.00,0.00
10517,19970424,59,4,53,4,220.00,0.00
10518,19970425,44,2,80,9,175.05,0.00
10518,19970425,24,1,80,5,22.50,0.00
10518,19970425,38,1,80,15,3952.50,0.00
10519,19970428,10,8,14,16,496.00,0.05
10519,19970428,56,5,14,40,1520.00,0.00
10519,19970428,60,4,14,10,340.00,0.05
10520,19970429,24,1,70,8,36.00,0.00
10520,19970429,53,6,70,5,164.00,0.00
10521,19970429,35,1,12,3,54.00,0.00
10521,19970429,68,3,12,6,75.00,0.00
10521,19970429,41,8,12,10,96.50,0.00
10522,19970430,1,1,44,40,720.00,0.20
10522,19970430,30,8,44,20,517.80,0.20
10522,19970430,8,2,44,24,960.00,0.00
10522,19970430,40,8,44,25,460.00,0.20
10523,19970501,37,8,72,18,468.00,0.10
10523,19970501,41,8,72,6,57.90,0.10
10523,19970501,17,6,72,25,975.00,0.10
10523,19970501,20,3,72,15,1215.00,0.10
10524,19970501,54,6,5,15,111.75,0.00
10524,19970501,43,1,5,60,2760.00,0.00
10524,19970501,30,8,5,10,258.90,0.00
10524,19970501,10,8,5,2,62.00,0.00
10525,19970502,36,8,9,30,570.00,0.00
10525,19970502,40,8,9,15,276.00,0.10
10526,19970505,13,8,87,10,60.00,0.00
10526,19970505,1,1,87,8,144.00,0.15
10526,19970505,56,5,87,30,1140.00,0.15
10527,19970505,4,2,63,50,1100.00,0.10
10527,19970505,36,8,63,30,570.00,0.10
10528,19970506,11,4,32,3,63.00,0.00
10528,19970506,72,4,32,9,313.20,0.00
10528,19970506,33,4,32,8,20.00,0.20
10529,19970507,68,3,50,20,250.00,0.00
10529,19970507,69,4,50,10,360.00,0.00
10529,19970507,55,6,50,14,336.00,0.00
10530,19970508,43,1,59,25,1150.00,0.00
10530,19970508,17,6,59,40,1560.00,0.00
10530,19970508,61,2,59,20,570.00,0.00
10530,19970508,76,1,59,50,900.00,0.00
10531,19970508,59,4,54,2,110.00,0.00
10532,19970509,66,2,19,24,408.00,0.00
10532,19970509,30,8,19,15,388.35,0.00
10533,19970512,73,8,24,24,360.00,0.05
10533,19970512,4,2,24,50,1100.00,0.05
10533,19970512,72,4,24,24,835.20,0.00
10534,19970512,30,8,44,10,258.90,0.00
10534,19970512,54,6,44,10,74.50,0.20
10534,19970512,40,8,44,10,184.00,0.20
10535,19970513,57,5,3,5,97.50,0.10
10535,19970513,59,4,3,15,825.00,0.10
10535,19970513,11,4,3,50,1050.00,0.10
10535,19970513,40,8,3,10,184.00,0.10
10536,19970514,33,4,44,30,75.00,0.00
10536,19970514,31,4,44,20,250.00,0.00
10536,19970514,12,4,44,15,570.00,0.25
10536,19970514,60,4,44,35,1190.00,0.25
10537,19970514,58,8,68,20,265.00,0.00
10537,19970514,73,8,68,9,135.00,0.00
10537,19970514,31,4,68,30,375.00,0.00
10537,19970514,72,4,68,21,730.80,0.00
10537,19970514,51,7,68,6,318.00,0.00
10538,19970515,72,4,11,1,34.80,0.00
10538,19970515,70,1,11,7,105.00,0.00
10539,19970516,21,3,11,15,150.00,0.00
10539,19970516,13,8,11,8,48.00,0.00
10539,19970516,49,3,11,6,120.00,0.00
10539,19970516,33,4,11,15,37.50,0.00
10540,19970519,68,3,63,35,437.50,0.00
10540,19970519,38,1,63,30,7905.00,0.00
10540,19970519,26,3,63,40,1249.20,0.00
10540,19970519,3,2,63,60,600.00,0.00
10541,19970519,38,1,34,4,1054.00,0.10
10541,19970519,24,1,34,35,157.50,0.10
10541,19970519,65,2,34,36,757.80,0.10
10541,19970519,71,4,34,9,193.50,0.10
10542,19970520,54,6,39,24,178.80,0.05
10542,19970520,11,4,39,15,315.00,0.05
10543,19970521,12,4,46,30,1140.00,0.15
10543,19970521,23,5,46,70,630.00,0.15
10544,19970521,28,7,48,7,319.20,0.00
10544,19970521,67,1,48,7,98.00,0.00
10545,19970522,11,4,43,10,210.00,0.00
10546,19970523,62,3,84,40,1972.00,0.00
10546,19970523,35,1,84,30,540.00,0.00
10546,19970523,7,7,84,10,300.00,0.00
10547,19970523,32,4,72,24,768.00,0.15
10547,19970523,36,8,72,60,1140.00,0.00
10548,19970526,41,8,79,14,135.10,0.00
10548,19970526,34,1,79,10,140.00,0.25
10549,19970527,51,7,63,48,2544.00,0.15
10549,19970527,45,8,63,100,950.00,0.15
10549,19970527,31,4,63,55,687.50,0.15
10550,19970528,61,2,30,10,285.00,0.10
10550,19970528,17,6,30,8,312.00,0.10
10550,19970528,19,3,30,10,92.00,0.00
10550,19970528,21,3,30,6,60.00,0.10
10551,19970528,35,1,28,20,360.00,0.15
10551,19970528,44,2,28,40,778.00,0.00
10551,19970528,16,3,28,40,698.00,0.15
10552,19970529,69,4,35,18,648.00,0.00
10552,19970529,75,1,35,30,232.50,0.00
10553,19970530,11,4,87,15,315.00,0.00
10553,19970530,31,4,87,30,375.00,0.00
10553,19970530,35,1,87,6,108.00,0.00
10553,19970530,16,3,87,14,244.30,0.00
10553,19970530,22,5,87,24,504.00,0.00
10554,19970530,77,2,56,10,130.00,0.05
10554,19970530,16,3,56,30,523.50,0.05
10554,19970530,23,5,56,20,180.00,0.05
10554,19970530,62,3,56,20,986.00,0.05
10555,19970602,14,7,71,30,697.50,0.20
10555,19970602,24,1,71,18,81.00,0.20
10555,19970602,19,3,71,35,322.00,0.20
10555,19970602,51,7,71,20,1060.00,0.20
10555,19970602,56,5,71,40,1520.00,0.20
10556,19970603,72,4,73,24,835.20,0.00
10557,19970603,64,5,44,30,997.50,0.00
10557,19970603,75,1,44,20,155.00,0.00
10558,19970604,52,5,4,30,210.00,0.00
10558,19970604,53,6,4,18,590.40,0.00
10558,19970604,47,3,4,25,237.50,0.00
10558,19970604,51,7,4,20,1060.00,0.00
10558,19970604,73,8,4,3,45.00,0.00
10559,19970605,41,8,7,12,115.80,0.05
10559,19970605,55,6,7,18,432.00,0.05
10560,19970606,30,8,25,20,517.80,0.00
10560,19970606,62,3,25,15,739.50,0.25
10561,19970606,44,2,24,10,194.50,0.00
10561,19970606,51,7,24,50,2650.00,0.00
10562,19970609,33,4,66,20,50.00,0.10
10562,19970609,62,3,66,10,493.00,0.10
10563,19970610,36,8,67,25,475.00,0.00
10563,19970610,52,5,67,70,490.00,0.00
10564,19970610,31,4,65,6,75.00,0.05
10564,19970610,55,6,65,25,600.00,0.05
10564,19970610,17,6,65,16,624.00,0.05
10565,19970611,64,5,51,18,598.50,0.10
10565,19970611,24,1,51,25,112.50,0.10
10566,19970612,18,8,7,18,1125.00,0.15
10566,19970612,11,4,7,35,735.00,0.15
10566,19970612,76,1,7,10,180.00,0.00
10567,19970612,51,7,37,3,159.00,0.00
10567,19970612,31,4,37,60,750.00,0.20
10567,19970612,59,4,37,40,2200.00,0.20
10568,19970613,10,8,29,5,155.00,0.00
10569,19970616,76,1,65,30,540.00,0.00
10569,19970616,31,4,65,35,437.50,0.20
10570,19970617,56,5,51,60,2280.00,0.05
10570,19970617,11,4,51,15,315.00,0.05
10571,19970617,42,5,20,28,392.00,0.15
10571,19970617,14,7,20,11,255.75,0.15
10572,19970618,32,4,5,10,320.00,0.10
10572,19970618,75,1,5,15,116.25,0.10
10572,19970618,16,3,5,12,209.40,0.10
10572,19970618,40,8,5,50,920.00,0.00
10573,19970619,17,6,3,18,702.00,0.00
10573,19970619,53,6,3,25,820.00,0.00
10573,19970619,34,1,3,40,560.00,0.00
10574,19970619,62,3,82,10,493.00,0.00
10574,19970619,33,4,82,14,35.00,0.00
10574,19970619,40,8,82,2,36.80,0.00
10574,19970619,64,5,82,6,199.50,0.00
10575,19970620,72,4,52,30,1044.00,0.00
10575,19970620,76,1,52,10,180.00,0.00
10575,19970620,63,2,52,6,263.40,0.00
10575,19970620,59,4,52,12,660.00,0.00
10576,19970623,1,1,80,10,180.00,0.00
10576,19970623,44,2,80,21,408.45,0.00
10576,19970623,31,4,80,20,250.00,0.00
10577,19970623,39,1,82,10,180.00,0.00
10577,19970623,77,2,82,18,234.00,0.00
10577,19970623,75,1,82,20,155.00,0.00
10578,19970624,35,1,11,20,360.00,0.00
10578,19970624,57,5,11,6,117.00,0.00
10579,19970625,75,1,45,21,162.75,0.00
10579,19970625,15,2,45,10,155.00,0.00
10580,19970626,14,7,56,15,348.75,0.05
10580,19970626,65,2,56,30,631.50,0.05
10580,19970626,41,8,56,9,86.85,0.05
10581,19970626,75,1,21,50,387.50,0.20
10582,19970627,57,5,6,4,78.00,0.00
10582,19970627,76,1,6,14,252.00,0.00
10583,19970630,69,4,87,10,360.00,0.15
10583,19970630,29,6,87,10,1237.90,0.00
10583,19970630,60,4,87,24,816.00,0.15
10584,19970630,31,4,7,50,625.00,0.05
10585,19970701,47,3,88,15,142.50,0.00
10586,19970702,52,5,66,4,28.00,0.15
10587,19970702,26,3,61,6,187.38,0.00
10587,19970702,35,1,61,20,360.00,0.00
10587,19970702,77,2,61,20,260.00,0.00
10588,19970703,18,8,63,40,2500.00,0.20
10588,19970703,42,5,63,100,1400.00,0.20
10589,19970704,35,1,32,4,72.00,0.00
10590,19970707,77,2,51,60,780.00,0.05
10590,19970707,1,1,51,20,360.00,0.00
10591,19970707,3,2,83,14,140.00,0.00
10591,19970707,7,7,83,10,300.00,0.00
10591,19970707,54,6,83,50,372.50,0.00
10592,19970708,15,2,44,25,387.50,0.05
10592,19970708,26,3,44,5,156.15,0.05
10593,19970709,69,4,44,20,720.00,0.20
10593,19970709,76,1,44,4,72.00,0.20
10593,19970709,20,3,44,21,1701.00,0.20
10594,19970709,58,8,55,30,397.50,0.00
10594,19970709,52,5,55,24,168.00,0.00
10595,19970710,35,1,20,30,540.00,0.25
10595,19970710,61,2,20,120,3420.00,0.25
10595,19970710,69,4,20,65,2340.00,0.25
10596,19970711,75,1,89,30,232.50,0.20
10596,19970711,63,2,89,24,1053.60,0.20
10596,19970711,56,5,89,5,190.00,0.20
10597,19970711,24,1,59,35,157.50,0.20
10597,19970711,65,2,59,12,252.60,0.20
10597,19970711,57,5,59,20,390.00,0.00
10598,19970714,27,3,65,50,2195.00,0.00
10598,19970714,71,4,65,9,193.50,0.00
10599,19970715,62,3,11,10,493.00,0.00
10600,19970716,54,6,36,4,29.80,0.00
10600,19970716,73,8,36,30,450.00,0.00
10601,19970716,59,4,35,35,1925.00,0.00
10601,19970716,13,8,35,60,360.00,0.00
10602,19970717,77,2,83,5,65.00,0.25
10603,19970718,49,3,71,25,500.00,0.05
10603,19970718,22,5,71,48,1008.00,0.00
10604,19970718,48,3,28,6,76.50,0.10
10604,19970718,76,1,28,10,180.00,0.10
10605,19970721,60,4,51,70,2380.00,0.05
10605,19970721,59,4,51,20,1100.00,0.05
10605,19970721,16,3,51,30,523.50,0.05
10605,19970721,71,4,51,15,322.50,0.05
10606,19970722,4,2,81,20,440.00,0.20
10606,19970722,62,3,81,10,493.00,0.20
10606,19970722,55,6,81,20,480.00,0.20
10607,19970722,33,4,71,14,35.00,0.00
10607,19970722,40,8,71,42,772.80,0.00
10607,19970722,72,4,71,12,417.60,0.00
10607,19970722,7,7,71,45,1350.00,0.00
10607,19970722,17,6,71,100,3900.00,0.00
10608,19970723,56,5,79,28,1064.00,0.00
10609,19970724,1,1,18,3,54.00,0.00
10609,19970724,21,3,18,6,60.00,0.00
10609,19970724,10,8,18,10,310.00,0.00
10610,19970725,36,8,41,21,399.00,0.25
10611,19970725,60,4,91,15,510.00,0.00
10611,19970725,2,1,91,10,190.00,0.00
10611,19970725,1,1,91,6,108.00,0.00
10612,19970728,60,4,71,40,1360.00,0.00
10612,19970728,76,1,71,80,1440.00,0.00
10612,19970728,10,8,71,70,2170.00,0.00
10612,19970728,36,8,71,55,1045.00,0.00
10612,19970728,49,3,71,18,360.00,0.00
10613,19970729,13,8,35,8,48.00,0.10
10613,19970729,75,1,35,40,310.00,0.00
10614,19970729,21,3,6,8,80.00,0.00
10614,19970729,11,4,6,14,294.00,0.00
10614,19970729,39,1,6,5,90.00,0.00
10615,19970730,55,6,90,5,120.00,0.00
10616,19970731,70,1,32,15,225.00,0.05
10616,19970731,56,5,32,14,532.00,0.00
10616,19970731,71,4,32,15,322.50,0.05
10616,19970731,38,1,32,15,3952.50,0.05
10617,19970731,59,4,32,30,1650.00,0.15
10618,19970801,56,5,51,20,760.00,0.00
10618,19970801,6,2,51,70,1750.00,0.00
10618,19970801,68,3,51,15,187.50,0.00
10619,19970804,21,3,51,42,420.00,0.00
10619,19970804,22,5,51,40,840.00,0.00
10620,19970805,52,5,42,5,35.00,0.00
10620,19970805,24,1,42,5,22.50,0.00
10621,19970805,19,3,38,5,46.00,0.00
10621,19970805,70,1,38,20,300.00,0.00
10621,19970805,71,4,38,15,322.50,0.00
10621,19970805,23,5,38,10,90.00,0.00
10622,19970806,2,1,67,20,380.00,0.00
10622,19970806,68,3,67,18,225.00,0.20
10623,19970807,14,7,25,21,488.25,0.00
10623,19970807,24,1,25,3,13.50,0.00
10623,19970807,21,3,25,25,250.00,0.10
10623,19970807,19,3,25,15,138.00,0.10
10623,19970807,35,1,25,30,540.00,0.10
10624,19970807,44,2,78,10,194.50,0.00
10624,19970807,29,6,78,6,742.74,0.00
10624,19970807,28,7,78,10,456.00,0.00
10625,19970808,60,4,2,10,340.00,0.00
10625,19970808,42,5,2,5,70.00,0.00
10625,19970808,14,7,2,3,69.75,0.00
